"longitude","latitude","Herbaceous.Croplands.PLAND","Sparse.Shrublands.PLAND","Dense.Herbaceous.PLAND","Sparse.Herbaceous.PLAND","Shrubland.Grassland.Mosaics.PLAND","Open.Forests.PLAND","Sparse.Forests.PLAND","Barren.PLAND","Urban.PLAND","Herbaceous.Wetlands.PLAND","Evergreen.Needleleaf.Forests.PLAND","Mixed.Broadleaf.Needleleaf.Forests.PLAND"
-116.3378612,44.31688815,0.356718193,0,71.19500595,0.356718193,0,20.48156956,3.656361474,0.564803805,0,0,3.507728894,0
-113.9917059,44.31688815,0,0,41.61712247,40.96313912,0,0.386444709,6.569560048,9.393579073,0,0,0,0
-113.6565409,44.31688815,0.089179548,0,61.35552913,32.37217598,0,0.594530321,4.072532699,1.545778835,0,0.029726516,0,0
-113.3213758,44.31688815,0,0,65.01189061,23.63258026,0,1.010701546,6.420927467,3.061831153,0,0.208085612,0.535077289,0
-112.9862108,44.31688815,0,0,72.67679719,20.45587376,0,0.379894798,6.224430158,0.204558738,0,0.058445354,0.029222677,0
-112.6510458,44.31688815,0.267538644,0,82.13436385,10.93935791,0,0.445897741,3.804994055,2.170035672,0,0.14863258,0.475624257,0
-112.3158807,44.31688815,0.233781414,0,99.64932788,0,0,0.058445354,0.292226768,0,0,0,0,0
-111.9807157,44.31688815,0,0,91.61712247,0,0,2.645659929,5.707491082,0,0,0,0.029726516,0
-111.6455507,44.31688815,0,0,53.30216248,0,0,26.50496786,16.27703098,0,0,0,2.133255406,1.782583285
-111.3103856,44.31688815,0,0,20.54102259,0.951248514,0,39.71462545,33.76932224,0,0,0.683709869,2.675386445,0.683709869
-110.9752206,44.31688815,0,0,31.06420927,0.594530321,0,20.77883472,46.07609988,0,0,0,1.486325803,0
-110.6400556,44.31688815,0,0,30.26159334,0.891795482,0,26.69441141,36.74197384,0,0,0.059453032,1.040428062,0
-110.3048905,44.31688815,0,0,28.3293698,3.864447087,0,14.32818074,35.25564804,0.564803805,0,1.307966706,0.862068966,0
-109.6345604,44.31688815,0,0,21.43281807,26.87277051,0,5.231866825,42.98454221,3.061831153,0,0.178359096,0,0
-109.2993954,44.31688815,0,0,70.60198714,12.56575102,0,1.139684395,15.4880187,0.204558738,0,0.175336061,0,0
